,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PSA_unscaled,PSA_monthly,isPartial,scale,PSA,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-04,1,0.0013944773175542406,0.0,PSA,252.3000030517578,259.9599914550781,251.83999633789065,257.4800109863281,210.53091430664065,1081900,90,43.0,,0.43,38.7,,
1,2016-05-05,1,0.0013944773175542406,0.0,PSA,256.5199890136719,260.75,255.1499938964844,260.0599975585937,212.6404571533203,788100,86,43.0,,0.43,36.98,0.790008544921875,0.0030389620360422587
2,2016-05-09,132,0.05307100591715976,37.05799151343706,PSA,263.75,265.45001220703125,262.5599975585937,264.7799987792969,216.4998321533203,734500,89,43.0,,0.43,38.27,4.70001220703125,0.01802497490711885
3,2016-05-16,113,0.045575936883629195,-0.14122718995057038,PSA,261.8999938964844,265.82000732421875,261.45001220703125,264.9700012207031,216.65516662597656,428200,86,43.0,,0.43,36.98,0.3699951171875,0.0013938410253262479
4,2016-05-17,1,0.0013944773175542406,-0.9694032111481369,PSA,264.989990234375,265.6300048828125,257.5400085449219,258.239990234375,211.15234375,826900,95,43.0,,0.43,40.85,-0.19000244140625,-0.000714778557561746
5,2016-05-18,51,0.021118343195266273,14.144271570014146,PSA,257.3699951171875,258.0899963378906,250.8600006103516,253.82000732421875,207.53829956054688,1074300,87,43.0,,0.43,37.41,-7.540008544921875,-0.02838537968723931
6,2016-05-25,6,0.003366863905325444,-0.8405715886803026,PSA,254.3800048828125,254.9199981689453,251.4499969482422,253.33999633789065,207.1457977294922,624700,87,43.0,,0.43,37.41,-3.1699981689453125,-0.0122825301791053
7,2016-06-01,0,0.001,-0.70298769771529,PSA,253.02999877929688,257.1300048828125,252.3000030517578,256.7900085449219,209.96673583984372,696100,91,40.0,False,0.4,36.4,2.2100067138671875,0.00866941287361267
8,2016-06-06,33,0.01401775147928994,13.01775147928994,PSA,260.510009765625,262.739990234375,256.3099975585937,257.4100036621094,210.47366333007807,714600,75,40.0,,0.4,30.0,5.6099853515625,0.021817700171239407
9,2016-06-07,0,0.001,-0.9286618826509075,PSA,257.1400146484375,259.239990234375,255.47000122070312,255.69000244140625,209.0672912597656,845900,86,40.0,,0.4,34.4,-3.5,-0.013321154487666131
10,2016-06-09,1,0.0013944773175542406,0.39447731755424065,PSA,250.3500061035156,252.77999877929688,244.3800048828125,245.42999267578125,200.6781311035156,1524300,92,40.0,,0.4,36.8,-6.459991455078125,-0.024918961959679686
11,2016-06-20,1,0.0013944773175542406,0.0,PSA,242.7100067138672,245.1300048828125,240.5800018310547,240.9499969482422,198.49267578125,953100,97,40.0,,0.4,38.8,-7.649993896484375,-0.030263446211832634
12,2016-06-22,1,0.0013944773175542406,0.0,PSA,241.0800018310547,241.2400054931641,238.0500030517578,240.1300048828125,197.8171844482422,866500,84,40.0,,0.4,33.6,-3.889999389648409,-0.015869127859349907
13,2016-06-24,2,0.0017889546351084811,0.2828854314002829,PSA,234.97999572753903,245.3999938964844,234.97999572753903,241.32000732421875,198.7975006103516,1362600,74,40.0,,0.4,29.6,4.1599884033203125,0.017244189639343155
14,2016-06-29,1,0.0013944773175542406,-0.2205071664829107,PSA,254.05999755859372,256.79998779296875,252.80999755859372,254.00999450683597,209.2513732910156,696400,89,40.0,,0.4,35.6,11.399993896484347,0.04645474400986793
15,2016-07-05,27,0.011650887573964496,7.355021216407355,PSA,253.7100067138672,260.0,253.7100067138672,259.739990234375,213.97174072265625,1009000,100,38.0,,0.38,38.0,3.20001220703125,0.012461107317540465
16,2016-07-07,23,0.010072978303747534,-0.13543253766717456,PSA,257.3900146484375,257.3900146484375,252.3500061035156,253.77999877929688,209.0619201660156,703300,84,38.0,,0.38,31.92,-2.6099853515625,-0.010038405198317335
17,2016-07-12,1,0.0013944773175542406,0.0,PSA,256.489990234375,257.70001220703125,253.02999877929688,255.8000030517578,210.72596740722656,625700,93,38.0,,0.38,35.34,0.30999755859375,0.0012043884414754125
18,2016-07-14,10,0.0049447731755424065,2.5459688826025464,PSA,257.3900146484375,257.3900146484375,252.07000732421875,254.07000732421875,209.3008270263672,636600,84,38.0,,0.38,31.92,-0.30999755859375,-0.001202939634883271
19,2016-07-19,1,0.0013944773175542406,-0.7179896290386917,PSA,251.66000366210935,252.17999267578125,248.9600067138672,252.13999938964844,207.7109222412109,714700,92,38.0,,0.38,34.96,-5.21002197265625,-0.02024174084520136
20,2016-07-29,0,0.001,-0.2828854314002829,PSA,238.50999450683597,243.94000244140625,238.05999755859372,238.9199981689453,196.8204040527344,1365100,86,38.0,,0.38,32.68,-8.239990234375,-0.03267503558447982
21,2016-08-17,20,0.008889546351084812,-0.645313606673487,PSA,228.1199951171875,228.8999938964844,226.2100067138672,227.8999938964844,187.7421875,645400,72,39.0,,0.39,28.08,-15.040008544921847,-0.06165453961793088
22,2016-08-19,1,0.0013944773175542406,-0.8431329043709785,PSA,225.9600067138672,226.6699981689453,222.82000732421875,224.02999877929688,184.5541229248047,1224300,60,39.0,,0.39,23.4,-2.229995727539091,-0.00974222711664885
23,2016-08-26,88,0.03571400394477318,24.611032531824613,PSA,225.82000732421875,227.2700042724609,221.50999450683597,224.0,184.5294189453125,655600,77,39.0,,0.39,30.03,0.6000061035155966,0.0026470468450279228
24,2016-08-31,1,0.0013944773175542406,-0.9609543270558347,PSA,223.6499938964844,226.0800018310547,222.3600006103516,223.94000244140625,184.4799652099609,1004200,98,39.0,,0.39,38.22,-1.1900024414062216,-0.005236073476637015
25,2016-09-06,1,0.0013944773175542406,-0.9105855571013026,PSA,226.66000366210935,226.66000366210935,221.5,224.3699951171875,184.8341827392578,1208700,83,40.0,,0.4,33.2,0.5800018310546591,0.0025654716310914427
26,2016-09-07,1,0.0013944773175542406,0.0,PSA,224.30999755859372,226.52999877929688,223.4499969482422,225.92999267578125,186.1193389892578,728400,70,40.0,,0.4,28.0,-0.13000488281247158,-0.0005735678139592304
27,2016-09-09,9,0.004550295857988166,2.2630834512022635,PSA,221.75,223.13999938964844,218.38999938964844,218.5800018310547,180.06446838378906,1017600,82,40.0,,0.4,32.800000000000004,-3.3899993896484375,-0.014964902696844362
28,2016-09-20,3,0.0021834319526627217,-0.5201560468140443,PSA,215.97999572753903,218.1000061035156,214.92999267578125,216.83999633789065,180.11428833007812,850700,75,40.0,,0.4,30.0,-5.039993286132841,-0.02258668683301368
29,2016-09-27,2,0.0017889546351084811,-0.18066847335140013,PSA,225.0,225.22999572753903,222.67999267578125,222.94000244140625,185.18116760253903,649100,87,40.0,,0.4,34.800000000000004,7.1299896240234375,0.032691377462132465
30,2016-09-28,3,0.0021834319526627217,0.22050716648291058,PSA,223.66000366210935,226.1100006103516,222.75999450683597,225.8300018310547,187.5816650390625,1009000,93,40.0,,0.4,37.2,0.8800048828125568,0.003907138922459863
31,2016-09-30,1,0.0013944773175542406,-0.36133694670280037,PSA,226.3699951171875,227.7700042724609,223.00999450683597,223.13999938964844,185.3472900390625,1298900,74,40.0,,0.4,29.6,1.6600036621093182,0.007341575594305372
32,2016-10-05,0,0.001,-0.2828854314002829,PSA,213.4900054931641,214.8500061035156,208.30999755859372,208.88999938964844,173.51075744628906,985000,100,46.0,,0.46,46.0,-12.919998168945312,-0.0567238790297
33,2016-10-06,12,0.005733727810650888,4.733727810650888,PSA,209.5200042724609,213.1300048828125,207.05999755859372,211.2400054931641,175.46275329589844,889100,87,46.0,,0.46,40.02,-1.7200012207030966,-0.008005590746292035
34,2016-10-10,1,0.0013944773175542406,-0.9005206134796679,PSA,211.9600067138672,212.67999267578125,211.0200042724609,211.58999633789065,175.7534637451172,425000,61,46.0,,0.46,28.06,-0.45001220703125,-0.002111444642806992
35,2016-10-12,129,0.051887573964497044,36.20933521923621,PSA,210.38999938964844,213.2899932861328,209.41000366210935,212.7700042724609,176.7335968017578,686100,84,46.0,,0.46,38.64,0.6100006103515625,0.002868161704714156
36,2016-10-13,1021,0.4037613412228797,6.781465009313111,PSA,211.3699951171875,215.1000061035156,211.1199951171875,214.22999572753903,177.9463348388672,546300,76,46.0,,0.46,34.96,1.810012817382784,0.008486159099619028
37,2016-10-18,2,0.0017889546351084811,-0.9955692770642919,PSA,215.67999267578125,216.47000122070312,213.67999267578125,215.8300018310547,179.27532958984375,611400,76,46.0,,0.46,34.96,1.3699951171875284,0.006369107755990644
