,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TWTR_unscaled,TWTR_monthly,isPartial,scale,TWTR,Stock_Price_Change,Stock_Price_Change_Percent
0,2016-05-02,4,0.04160324825986079,0.09129085265656389,TWTR,14.729999542236328,14.770000457763672,14.170000076293944,14.399999618530272,14.399999618530272,26129200,70,40.0,,0.4,28.0,,
1,2016-05-04,2,0.0392830626450116,-0.05576933801795769,TWTR,13.949999809265137,14.880000114440918,13.920000076293944,14.84000015258789,14.84000015258789,41693300,83,40.0,,0.4,33.2,0.1099996566772461,0.007447505299123192
2,2016-05-05,20,0.06016473317865429,0.5315693107317938,TWTR,14.93000030517578,14.979999542236328,14.079999923706056,14.119999885559082,14.119999885559082,29135600,100,40.0,,0.4,40.0,0.09999942779541016,0.006720391601231279
3,2016-05-09,23,0.06364501160092807,0.05784582160348628,TWTR,14.279999732971191,14.470000267028809,14.149999618530272,14.199999809265137,14.199999809265137,11481000,56,40.0,,0.4,22.4,-0.5099992752075195,-0.03404534651483593
4,2016-05-13,2,0.0392830626450116,-0.3827786081440706,TWTR,14.0600004196167,14.279999732971191,14.0,14.100000381469728,14.100000381469728,12711600,59,40.0,,0.4,23.6,-0.1900005340576172,-0.0131306517312616
5,2016-05-18,5,0.04276334106728538,0.08859488512196556,TWTR,14.350000381469728,14.56999969482422,14.050000190734863,14.140000343322754,14.140000343322754,14290100,61,40.0,,0.4,24.4,0.2899999618530291,0.020308120957694742
6,2016-05-23,3,0.040443155452436194,-0.0542564158211708,TWTR,14.399999618530272,14.600000381469728,14.329999923706056,14.40999984741211,14.40999984741211,12933400,40,40.0,,0.4,16.0,0.030000686645507812,0.002059072565126163
7,2016-05-24,0,0.03696287703016241,-0.08605358269749297,TWTR,14.220000267028809,14.220000267028809,13.729999542236328,14.029999732971191,14.029999732971191,36233900,71,40.0,,0.4,28.4,-0.38000011444091975,-0.026027404418647482
8,2016-05-26,24,0.06480510440835267,0.7532483836545103,TWTR,14.449999809265137,14.479999542236328,14.1899995803833,14.300000190734863,14.300000190734863,21131600,56,40.0,,0.4,22.4,0.25999927520751953,0.018284055578421166
9,2016-05-27,2,0.0392830626450116,-0.3938276467007985,TWTR,14.25,15.100000381469728,14.229999542236328,15.100000381469728,15.100000381469728,28360000,59,40.0,,0.4,23.6,0.6200008392334002,0.04281773886973794
